Bigram,Frequency
"('horsepower', '.')",1
"('ship', 'had')",2
"('first', 'warship')",1
"('warship', 'in')",1
"('Navy', 'to')",1
"('use', 'fuel')",1
"('fuel', 'oil')",1
"('oil', 'to')",1
"('to', 'supplement')",1
"('supplement', 'her')",1
"('her', '12')",1
"('12', 'Yarrow')",1
"('Yarrow', '@')",1
"('@', 'type')",1
"('type', 'coal')",1
"('coal', '@')",1
"('@', 'fired')",1
"('fired', 'boilers')",1
"('boilers', '.')",1
"('maximum', 'range')",1
"('000', 'nautical')",1
"('nautical', 'miles')",1
"('400', 'km')",1
"('km', ';')",1
"(';', '4')",1
"('600', 'mi')",1
"('mi', ')')",1
"('a', 'cruising')",1
"('cruising', 'speed')",1
"('(', '19')",1
"(';', '12')",1
"('12', 'mph')",1
"('ship', ""'s"")",2
"('four', '30')",1
"('5', 'cm')",1
"(')', '45')",1
"('twin', 'gun')",1
"('gun', 'turrets')",1
"('turrets', '.')",2
"('was', 'augmented')",1
"('augmented', 'by')",1
"('heavy', 'secondary')",1
"('secondary', 'battery')",1
"('battery', 'of')",1
"('of', 'eight')",1
"('eight', '24')",1
"(')', 'guns')",1
"('four', 'wing')",1
"('wing', 'turrets')",1
"('The', 'tertiary')",1
"('tertiary', 'battery')",1
"('battery', 'consisted')",1
"('of', 'twenty')",1
"('twenty', '10')",1
"('10', 'cm')",1
"('cm', 'L')",1
"('L', '/')",3
"('/', '50')",1
"('50', 'guns')",1
"('in', 'casemated')",1
"('casemated', 'single')",1
"('single', 'mounts')",1
"('mounts', ',')",1
"('four', '47')",1
"('47', 'mm')",2
"('mm', '(')",2
"('@', '85')",1
"('85', 'in')",1
"(')', 'L')",1
"('/', '44')",1
"('44', 'and')",1
"('one', '47')",1
"('mm', 'L')",1
"('/', '33')",1
"('33', 'quick')",1
"('quick', '@')",1
"('@', 'firing')",1
"('firing', 'guns')",1
"(""'s"", 'boats')",1
"('boats', 'were')",1
"('were', 'equipped')",1
"('two', '66')",1
"('66', 'mm')",1
"(')', 'landing')",1
"('landing', 'guns')",1
"('guns', 'for')",1
"('for', 'operations')",1
"('operations', 'shore')",1
"('shore', '.')",1
"('Three', '45')",1
"('tubes', 'were')",1
"('also', 'carried')",1
"('carried', ',')",1
"('one', 'on')",1
"('each', 'broadside')",1
"('broadside', 'and')",1
"('the', 'stern')",1
"('Hungarian', 'Fleet')",1
"('Fleet', ""'s"")",1
"(""'s"", '1st')",1
"('1st', 'Battle')",2
"('Battle', 'Squadron')",2
"('Squadron', 'after')",1
"('after', 'her')",1
"('her', '1911')",1
"('1911', 'commissioning')",1
"('commissioning', '.')",1
"('her', 'two')",1
"('two', 'sister')",1
"('ships', 'conducted')",1
"('conducted', 'two')",1
"('two', 'training')",1
"('training', 'cruises')",1
"('cruises', 'into')",1
"('the', 'eastern')",1
"('eastern', 'Mediterranean')",1
"('Mediterranean', 'Sea')",1
"('second', 'cruise')",1
"('cruise', 'into')",1
"('the', 'Aegean')",1
"('Aegean', 'Sea')",1
"('Sea', ',')",2
"('conducted', 'from')",1
"('from', 'November')",1
"('November', 'to')",1
"('to', 'December')",1
"('were', 'accompanied')",1
"('accompanied', 'by')",1
"('the', 'cruiser')",1
"('cruiser', 'SMS')",2
"('SMS', 'Admiral')",1
"('Admiral', 'Spaun')",1
"('Spaun', 'and')",1
"('of', 'destroyers')",1
"('destroyers', '.')",1
"('After', 'returning')",1
"('to', 'Pola')",2
"('entire', 'fleet')",1
"('fleet', 'mobilized')",1
"('mobilized', 'for')",1
"('for', 'possible')",1
"('possible', 'hostilities')",1
"('hostilities', ',')",1
"('as', 'tensions')",1
"('tensions', 'flared')",1
"('flared', 'in')",1
"('the', 'Balkans')",1
"('Balkans', '.')",1
"('In', '1913')",1
"('1913', ',')",1
"('Zrínyi', 'participated')",1
"('an', 'international')",1
"('international', 'naval')",1
"('naval', 'demonstration')",1
"('demonstration', 'in')",1
"('the', 'Ionian')",1
"('Ionian', 'Sea')",1
"('Sea', 'to')",1
"('to', 'protest')",1
"('protest', 'the')",1
"('the', 'Balkan')",1
"('Balkan', 'Wars')",1
"('Wars', '.')",1
"('<s>', 'Ships')",1
"('Ships', 'from')",1
"('from', 'other')",1
"('other', 'navies')",1
"('navies', 'included')",1
"('the', 'demonstration')",1
"('demonstration', 'were')",1
"('British', 'pre')",1
"('dreadnought', 'HMS')",1
"('HMS', 'King')",1
"('King', 'Edward')",1
"('Edward', 'VII')",1
"('VII', ',')",1
"('Italian', 'pre')",1
"('dreadnought', 'Ammiraglio')",1
"('Ammiraglio', 'di')",1
"('di', 'Saint')",1
"('Saint', 'Bon')",1
"('Bon', ',')",1
"('the', 'French')",1
"('French', 'armored')",1
"('armored', 'cruiser')",1
"('cruiser', 'Edgar')",1
"('Edgar', 'Quinet')",1
"('Quinet', ',')",1
"('German', 'light')",1
"('light', 'cruiser')",1
"('important', 'action')",1
"('the', 'combined')",1
"('combined', 'flotilla')",1
"('flotilla', ',')",1
"('of', 'British')",1
"('British', 'Admiral')",1
"('Admiral', 'Cecil')",1
"('Cecil', 'Burney')",1
"('Burney', ',')",1
"('to', 'blockade')",1
"('the', 'Montenegrin')",1
"('Montenegrin', 'coast')",2
"('coast', '.')",3
"('The', 'goal')",1
"('goal', 'of')",1
"('blockade', 'was')",1
"('prevent', 'Serbian')",1
"('Serbian', 'reinforcements')",1
"('reinforcements', 'from')",1
"('from', 'supporting')",1
"('supporting', 'the')",1
"('the', 'siege')",3
"('siege', 'at')",1
"('at', 'Scutari')",1
"('Scutari', ',')",2
"('where', 'Montenegro')",1
"('Montenegro', 'had')",1
"('had', 'besieged')",1
"('besieged', 'a')",1
"('combined', 'force')",1
"('of', 'Albanians')",1
"('Albanians', 'and')",1
"('and', 'Ottomans')",1
"('Ottomans', '.')",1
"('<s>', 'Pressured')",1
"('Pressured', 'by')",1
"('the', 'international')",1
"('international', 'blockade')",1
"('blockade', ',')",1
"(',', 'Serbia')",1
"('Serbia', 'withdrew')",1
"('withdrew', 'its')",1
"('its', 'army')",1
"('army', 'from')",1
"('from', 'Scutari')",1
"('subsequently', 'occupied')",1
"('joint', 'Allied')",1
"('Allied', 'ground')",1
"('ground', 'force')",1
"('During', 'that')",1
"('four', 'new')",1
"('new', 'dreadnoughts')",1
"('dreadnoughts', ',')",2
"(',', 'SMS')",2
"('SMS', 'Viribus')",1
"('Viribus', 'Unitis')",1
"('Unitis', ',')",1
"('that', 'made')",1
"('made', 'up')",1
"('the', 'Tegetthoff')",2
"('Tegetthoff', 'class')",2
"('class', '—')",1
"('only', 'dreadnoughts')",1
"('built', 'for')",1
"('Navy', '—')",1
"('—', 'came')",1
"('into', 'active')",1
"('active', 'service')",1
"('the', 'commissioning')",1
"('commissioning', 'of')",1
"('these', 'dreadnoughts')",1
"('1st', 'Division')",1
"('Division', 'to')",1
"('the', '2nd')",1
"('2nd', 'Division')",1
"('=', 'World')",1
"('I', '=')",1
"('At', 'that')",1
"('the', 'assassination')",1
"('assassination', 'of')",1
"('of', 'Archduke')",1
"('Archduke', 'Franz')",1
"('Ferdinand', 'of')",1
"('of', 'Austria')",1
"('Austria', 'on')",1
"('June', '1914')",1
"('battleships', 'in')",1
"('Navy', 'consisted')",1
"('the', 'Radetzky')",1
"('Radetzky', 'class')",1
"('which', 'still')",1
"('had', 'one')",1
"('one', 'ship')",1
"('István', ',')",1
"('under', 'construction')",1
"('construction', ')')",1
"('finally', ',')",1
"('the', 'older')",1
"('older', 'Habsburg')",1
"('mobilized', 'in')",1
"('late', 'July')",1
"('July', '1914')",1
"('1914', 'to')",1
"('ships', 'broke')",1
"('broke', 'out')",2
"('British', 'navy')",1
"('navy', 'and')",1
"('and', 'reached')",1
"('reached', 'Turkey')",1
"('The', 'flotilla')",1
"('in', 'southeastern')",1
"('southeastern', 'Italy')",1
"('Italy', 'when')",1
"('when', 'news')",1
"('news', 'of')",4
"('the', 'successful')",1
"('successful', 'breakout')",1
"('breakout', 'reached')",1
"('reached', 'Vienna')",1
"('Vienna', '.')",1
"('The', 'Austro')",1
"('were', 'then')",1
"('then', 'recalled')",1
"('recalled', 'before')",1
"('before', 'seeing')",1
"('seeing', 'action')",1
"('On', '23')",1
"('23', 'May')",1
"(',', 'between')",1
"('between', 'two')",1
"('four', 'hours')",1
"('hours', 'after')",1
"('after', 'news')",1
"('Italian', 'declaration')",1
"('declaration', 'of')",1
"('war', 'reached')",1
"('main', 'Austro')",1
"('Hungarian', 'naval')",1
"('at', 'Pola')",1
"('fleet', 'departed')",1
"('departed', 'to')",1
"('to', 'bombard')",1
"('bombard', 'the')",1
"('Italian', 'and')",1
"('and', 'Montenegrin')",1
"('Their', 'focus')",1
"('focus', 'was')",1
"('the', 'important')",1
"('important', 'naval')",1
"('at', 'Ancona')",1
"('and', 'later')",1
"('later', 'the')",1
"('the', 'coast')",1
"('coast', 'of')",1
"('of', 'Montenegro')",3
"('Montenegro', '.')",1
"('The', 'bombardment')",2
"('Montenegro', 'was')",1
"('larger', 'Austro')",1
"('Hungarian', 'campaign')",1
"('campaign', 'against')",1
"('the', 'Kingdoms')",1
"('Kingdoms', 'of')",1
"('Montenegro', 'and')",1
"('and', 'Serbia')",1
"('Serbia', ',')",1
"('were', 'members')",1
"('the', 'Entente')",1
"('Entente', ',')",1
"('first', 'half')",1
"('of', '1915')",1
"('The', 'attack')",1
"('attack', 'on')",6
"('on', 'Ancona')",3
"('Ancona', 'was')",2
"('an', 'immense')",1
"('immense', 'success')",1
"('the', 'ships')",3
"('were', 'unopposed')",1
"('unopposed', 'during')",1
"('the', 'province')",1
"('province', 'and')",1
"('surrounding', 'area')",1
"('area', 'resulted')",1
"('the', 'destruction')",1
"('destruction', 'of')",1
"('Italian', 'steamer')",1
"('steamer', 'in')",1
"('Ancona', 'itself')",1
"('itself', ',')",2
"('Italian', 'destroyer')",1
"('destroyer', ',')",1
"(',', 'Turbine')",1
"('Turbine', ',')",1
"('severely', 'damaged')",2
"('damaged', 'further')",1
"('further', 'south')",1
"('the', 'shore')",1
"('shore', ',')",1
"('the', 'infrastructure')",1
"('infrastructure', 'of')",1
"('surrounding', 'towns')",1
"('towns', ',')",1
"('were', 'severely')",1
"('The', 'railroad')",1
"('railroad', 'yard')",1
"('yard', 'in')",1
"('in', 'Ancona')",1
"('port', 'facilities')",1
"('the', 'town')",4
"('town', ',')",1
"('were', 'damaged')",2
"('damaged', 'or')",2
"('or', 'destroyed')",2
"('destroyed', '.')",1
"('The', 'local')",1
"('local', 'shore')",1
"('shore', 'batteries')",1
"('batteries', 'were')",1
"('also', 'suppressed')",1
"('suppressed', '.')",1
"('bombardment', ',')",1
"('Zrínyi', 'also')",1
"('also', 'helped')",1
"('helped', 'to')",1
"('destroy', 'a')",1
"('a', 'train')",1
"('train', ',')",1
"('a', 'railway')",1
"('railway', 'station')",1
"('station', ',')",1
"('a', 'bridge')",1
"('bridge', 'at')",1
"('at', 'Senigallia')",1
"('Senigallia', '.')",1
"('<s>', 'Additional')",2
"('Additional', 'targets')",1
"('targets', 'that')",1
"('destroyed', 'included')",1
"('included', 'wharves')",1
"('wharves', ',')",1
"(',', 'warehouses')",1
"('warehouses', ',')",1
"(',', 'oil')",1
"('oil', 'tanks')",1
"('tanks', ',')",1
"(',', 'radio')",1
"('radio', 'stations')",1
"('stations', ',')",1
"('local', 'barracks')",1
"('barracks', '.')",1
"('<s>', 'Sixty')",1
"('Sixty', '@')",1
"('@', 'three')",1
"('three', 'Italians')",1
"('Italians', ',')",1
"('both', 'civilians')",1
"('civilians', 'and')",1
"('military', 'personnel')",1
"('personnel', ',')",1
"('were', 'killed')",1
"('killed', 'in')",1
"('bombardment', '.')",1
"('time', 'Italian')",1
"('Italian', 'ships')",2
"('ships', 'from')",1
"('from', 'Taranto')",1
"('Taranto', 'and')",1
"('and', 'Brindisi')",1
"('Brindisi', 'arrived')",1
"('the', 'scene')",1
"('scene', ',')",1
"('@', 'Hungarians')",1
"('Hungarians', 'were')",1
"('were', 'safely')",1
"('safely', 'back')",1
"('back', 'in')",1
"('in', 'Pola')",1
"('Pola', '.')",1
"('to', 'delay')",1
"('delay', 'the')",1
"('Italian', 'Army')",1
"('Army', 'from')",1
"('from', 'deploying')",1
"('deploying', 'its')",1
"('its', 'forces')",1
"('forces', 'along')",1
"('the', 'border')",3
"('border', 'with')",1
"('with', 'Austria')",1
"('Hungary', 'by')",1
"('by', 'destroying')",1
"('destroying', 'critical')",1
"('critical', 'transportation')",1
"('transportation', 'systems')",1
"('systems', '.')",1
"('The', 'surprise')",1
"('surprise', 'attack')",1
"('Ancona', 'succeeded')",1
"('in', 'delaying')",1
"('delaying', 'the')",1
"('Italian', 'deployment')",1
"('deployment', 'to')",1
"('the', 'Alps')",1
"('Alps', 'for')",1
"('two', 'weeks')",2
"('This', 'delay')",1
"('delay', 'gave')",1
"('gave', 'Austria')",1
"('Hungary', 'valuable')",1
"('valuable', 'time')",1
"('to', 'strengthen')",1
"('strengthen', 'its')",1
"('its', 'Italian')",1
"('Italian', 'border')",1
"('border', 'and')",1
"('@', 'deploy')",1
"('deploy', 'some')",1
"('its', 'troops')",1
"('the', 'Eastern')",1
"('Eastern', 'and')",1
"('and', 'Balkan')",1
"('Balkan', 'fronts')",1
"('fronts', '.')",1
"('<s>', 'Aside')",1
"('Aside', 'from')",1
"('the', 'attack')",2
"('Hungarian', 'battleships')",1
"('were', 'largely')",1
"('largely', 'confined')",1
"('confined', 'to')",1
"('Pola', 'for')",1
"('the', 'duration')",1
"('duration', 'of')",1
"('Their', 'operations')",1
"('by', 'Admiral')",1
"('Admiral', 'Anton')",1
"('Anton', 'Haus')",1
"('Haus', ',')",1
"('who', 'believed')",1
"('would', 'need')",1
"('to', 'husband')",1
"('husband', 'his')",1
"('his', 'ships')",1
"('counter', 'any')",1
"('any', 'Italian')",1
"('Italian', 'attempt')",1
"('to', 'seize')",1
"('seize', 'the')",1
"('the', 'Dalmatian')",1
"('Dalmatian', 'coast')",1
"('Since', 'coal')",1
"('coal', 'was')",1
"('was', 'diverted')",1
"('diverted', 'to')",1
"('the', 'newer')",1
"('newer', 'Tegetthoff')",1
"('war', 'saw')",1
"('saw', 'Zrínyi')",1
"('Navy', 'acting')",1
"('acting', 'as')",2
"('a', 'fleet')",1
"('fleet', 'in')",1
"('in', 'being')",1
"('being', '.')",1
"('Allied', 'blockade')",1
"('blockade', 'of')",1
"('Otranto', 'Strait')",1
"('Strait', '.')",1
"('With', 'his')",1
"('his', 'fleet')",1
"('fleet', 'blockaded')",1
"('blockaded', 'in')",1
"('a', 'shortage')",1
"('shortage', 'of')",1
"('of', 'coal')",1
"('coal', ',')",1
"(',', 'Haus')",1
"('Haus', 'followed')",1
"('followed', 'a')",1
"('a', 'strategy')",1
"('strategy', 'based')",1
"('on', 'mines')",1
"('mines', 'and')",1
"('and', 'submarines')",1
"('submarines', 'designed')",1
"('to', 'reduce')",1
"('reduce', 'the')",1
"('the', 'numerical')",1
"('numerical', 'superiority')",1
"('superiority', 'of')",1
"('Allied', 'navies')",1
"('navies', '.')",1
"('war', 'fate')",1
"('fate', '=')",1
"('Hungarian', 'Empire')",1
"('Empire', 'collapsed')",1
"('collapsed', 'in')",1
"('in', '1918')",1
"('Austrians', 'wanted')",1
"('fleet', 'over')",1
"('newly', 'created')",1
"('created', 'State')",1
"('Serbs', '(')",1
"('(', 'later')",1
"('the', 'Kingdom')",1
"('of', 'Yugoslavia')",1
"('Yugoslavia', ')')",1
"('prevent', 'the')",2
"('the', 'Italians')",1
"('Italians', 'from')",1
"('from', 'claiming')",1
"('claiming', 'the')",1
"('ships', 'as')",1
"('as', 'spoils')",1
"('spoils', 'of')",1
"('the', 'victorious')",1
"('victorious', 'Allies')",1
"('Allies', 'refused')",1
"('refused', 'to')",2
"('to', 'acknowledge')",1
"('acknowledge', 'the')",1
"('the', 'conversations')",1
"('conversations', 'between')",1
"('Austrians', 'and')",1
"('south', 'Slavs')",1
"('Slavs', 'and')",1
"('in', 'due')",1
"('due', 'course')",1
"(',', 'reallocated')",1
"('reallocated', 'the')",1
"('been', 'boarded')",1
"('boarded', 'by')",1
"('a', 'scratch')",1
"('scratch', 'Yugoslav')",1
"('Yugoslav', 'crew')",1
"('crew', 'on')",1
"('on', '10')",1
"('the', 'Armistice')",1
"('Armistice', ',')",1
"('left', 'Pola')",1
"('Pola', 'with')",1
"('sister', 'ship')",1
"(',', 'Radetzky')",1
"('Radetzky', '.')",1
"('were', 'soon')",1
"('soon', 'spotted')",1
"('spotted', 'by')",1
"('by', 'heavy')",1
"('heavy', 'Italian')",1
"('two', 'battleships')",1
"('battleships', 'hoisted')",1
"('hoisted', 'American')",1
"('American', 'flags')",1
"('flags', 'and')",1
"('sailed', 'south')",1
"('south', 'along')",1
"('Adriatic', 'coast')",1
"('coast', 'to')",1
"('to', 'Castelli')",1
"('Castelli', 'Bay')",1
"('Bay', 'near')",1
"('near', 'Spalato')",1
"('Spalato', '(')",2
"('(', 'also')",1
"('as', 'Split')",1
"('Split', ')')",2
"('They', 'appealed')",1
"('appealed', 'for')",1
"('for', 'American')",1
"('American', 'naval')",1
"('naval', 'forces')",1
"('forces', 'to')",1
"('meet', 'them')",1
"('them', 'and')",1
"('and', 'accept')",1
"('accept', 'their')",1
"('their', 'surrender')",1
"('surrender', ',')",1
"('of', 'United')",3
"('(', 'USN')",1
"('USN', ')')",1
"(')', 'submarine')",1
"('chasers', 'in')",1
"('area', 'did')",1
"('had', 'apparently')",1
"('apparently', 'been')",1
"('been', 'turned')",1
"('turned', 'over')",3
"('the', 'fledgling')",1
"('fledgling', 'south')",1
"('south', 'Slav')",1
"('Slav', 'state')",1
"('a', 'Croat')",1
"('Croat', 'naval')",1
"('naval', 'officer')",1
"(',', 'Korvettenkapitän')",1
"('Korvettenkapitän', 'Marijan')",1
"('Marijan', 'Polić')",1
"('Polić', ',')",1
"('who', 'presented')",1
"('presented', 'the')",1
"('ship', 'as')",1
"('a', 'prize')",1
"('prize', 'of')",1
"('war', 'to')",1
"('Navy', 'on')",1
"('the', 'afternoon')",1
"('afternoon', 'of')",1
"('of', '22')",1
"('1919', 'at')",1
"('at', 'Spalato')",2
"('(', 'Split')",1
"('in', 'Dalmatia')",1
"('Dalmatia', '.')",1
"('<s>', 'Simultaneously')",1
"('Simultaneously', 'she')",1
"('commissioned', 'as')",1
"('as', 'USS')",1
"('and', 'Lieutenant')",1
"('Lieutenant', 'E.E')",1
"('E.E', '.')",1
"('<s>', 'Hazlett')",1
"('Hazlett', ',')",1
"(',', 'USN')",1
"('USN', ',')",1
"(',', 'assumed')",1
"('The', 'initial')",1
"('initial', 'American')",1
"('American', 'complement')",1
"('complement', 'consisted')",1
"('and', '174')",1
"('174', 'enlisted')",1
"('men', '—')",1
"('latter', 'entirely')",1
"('entirely', 'composed')",1
"('Navy', 'Reserve')",1
"('Reserve', 'Force')",1
"('Force', 'personnel')",1
"('personnel', '.')",1
"('ship', 'remained')",1
"('remained', 'at')",1
"('anchor', 'at')",1
"('Spalato', 'for')",1
"('nearly', 'a')",1
"('year', 'while')",1
"('the', 'negotiations')",1
"('negotiations', 'that')",1
"('would', 'determine')",1
"('determine', 'her')",1
"('her', 'ultimate')",1
"('ultimate', 'fate')",2
"('fate', 'dragged')",1
"('dragged', 'on')",1
"('Only', 'once')",1
"('once', 'did')",1
"('did', 'she')",1
"('she', 'apparently')",1
"('apparently', 'turn')",1
"('turn', 'her')",1
"('her', 'engines')",1
"('engines', 'over')",1
"('that', 'occurred')",1
"('occurred', 'during')",1
"('severe', 'gale')",1
"('gale', 'that')",1
"('that', 'struck')",1
"('struck', 'Spalato')",1
"('Spalato', 'on')",1
"('on', '9')",1
"('9', 'February')",1
"('February', '1920')",1
"('November', '1920')",1
"('1920', ',')",1
"('decommissioned', '.')",1
"('<s>', 'USS')",1
"('USS', 'Chattanooga')",1
"('Chattanooga', 'took')",1
"('took', 'her')",1
"('her', 'in')",1
"('in', 'tow')",1
"('tow', 'and')",1
"(',', 'assisted')",1
"('by', 'Brooks')",1
"('Brooks', 'and')",1
"('and', 'Hovey')",1
"('Hovey', ',')",1
"(',', 'towed')",1
"('towed', 'the')",1
"('battleship', 'to')",1
"('Italy', '.')",1
"('the', 'treaties')",1
"('treaties', 'of')",1
"('of', 'Versailles')",1
"('Versailles', 'and')",1
"('St.', 'Germain')",1
"('Germain', ',')",1
"('was', 'ultimately')",1
"('ultimately', 'turned')",1
"('Italian', 'government')",1
"('government', 'at')",1
"('at', 'Venice')",1
"('Venice', '.')",1
"('scrap', 'later')",1
"('and', 'into')",1
"('into', '1921')",1
"('=', 'Geopyxis')",3
"('Geopyxis', 'carbonaria')",6
"('carbonaria', '=')",1
"('carbonaria', 'is')",2
"('of', 'fungus')",1
"('fungus', 'in')",1
"('genus', 'Geopyxis')",2
"('Geopyxis', ',')",2
"(',', 'family')",1
"('family', 'Pyronemataceae')",1
"('Pyronemataceae', '.')",1
"('<s>', 'First')",1
"('First', 'described')",1
"('described', 'to')",1
"('to', 'science')",1
"('science', 'in')",1
"('in', '1805')",2
"('1805', ',')",1
"('and', 'given')",1
"('given', 'its')",1
"('name', 'in')",1
"('1889', ',')",3
"('commonly', 'known')",1
"('the', 'charcoal')",1
"('charcoal', 'loving')",2
"('loving', 'elf')",2
"('elf', '@')",2
"('@', 'cup')",2
"('cup', ',')",4
"(',', 'dwarf')",1
"('dwarf', 'acorn')",2
"('acorn', 'cup')",2
"(',', 'stalked')",1
"('stalked', 'bonfire')",2
"('bonfire', 'cup')",2
"('or', 'pixie')",1
"('pixie', 'cup')",3
"('cup', '.')",2
"(',', 'goblet')",1
"('goblet', '@')",1
"('shaped', 'fruitbodies')",1
"('fruitbodies', 'of')",1
"('the', 'fungus')",10
"('fungus', 'are')",2
"('are', 'reddish')",1
"('reddish', '@')",1
"('@', 'brown')",3
"('brown', 'with')",1
"('a', 'whitish')",1
"('whitish', 'fringe')",1
"('fringe', 'and')",1
"('and', 'measure')",1
"('measure', 'up')",1
"('to', '2')",1
"('They', 'have')",1
"('a', 'short')",1
"(',', 'tapered')",1
"('tapered', 'stalk')",1
"('stalk', '.')",1
"('<s>', 'Fruitbodies')",3
"('Fruitbodies', 'are')",2
"('are', 'commonly')",1
"('commonly', 'found')",1
"('found', 'on')",2
"('on', 'soil')",1
"('soil', 'where')",1
"('where', 'brush')",1
"('brush', 'has')",1
"('has', 'recently')",1
"('been', 'burned')",1
"('burned', ',')",2
"('sometimes', 'in')",1
"('in', 'great')",1
"('great', 'numbers')",1
"('The', 'fungus')",4
"('fungus', 'is')",5
"('is', 'distributed')",1
"('distributed', 'throughout')",1
"('throughout', 'many')",1
"('many', 'temperate')",1
"('temperate', 'regions')",1
"('the', 'Northern')",1
"('Northern', 'Hemisphere')",1
"('Hemisphere', '.')",1
"('Europe', ',')",1
"(',', 'Turkey')",1
"('Turkey', ',')",1
"('and', 'North')",1
"('North', 'America')",2
"('is', 'primarily')",1
"('primarily', 'a')",2
"('a', 'saprotrophic')",2
"('saprotrophic', 'species')",1
"('species', ',')",1
"(',', 'feeding')",1
"('feeding', 'on')",1
"('the', 'decomposing')",1
"('decomposing', 'organic')",1
"('organic', 'matter')",1
"('matter', 'remaining')",1
"('remaining', 'after')",1
"('also', 'forms')",1
"('forms', 'biotrophic')",1
"('biotrophic', 'associations')",1
"('associations', 'with')",1
"('the', 'roots')",1
"('roots', 'of')",1
"('of', 'Norway')",1
"('Norway', 'spruce')",2
"('spruce', '.')",1
"('Taxonomy', '=')",1
"('fungus', 'was')",1
"('first', 'described')",1
"('described', 'scientifically')",1
"('scientifically', 'in')",1
"('1805', 'by')",1
"('by', 'Johannes')",1
"('Johannes', 'Baptista')",1
"('Baptista', 'von')",1
"('von', 'Albertini')",1
"('Albertini', 'and')",1
"('and', 'Lewis')",1
"('Lewis', 'David')",1
"('David', 'de')",1
"('de', 'Schweinitz')",1
"('Schweinitz', 'as')",1
"('as', 'Peziza')",1
"('Peziza', 'carbonaria')",1
"('carbonaria', '.')",3
"('<s>', 'Mordecai')",1
"('Mordecai', 'Cubitt')",1
"('Cubitt', 'Cooke')",1
"('Cooke', 'illustrated')",1
"('illustrated', 'the')",1
"('the', 'fruitbodies')",2
"('fruitbodies', ',')",1
"(',', 'spores')",1
"('spores', ',')",2
"('and', 'asci')",1
"('asci', 'in')",1
"('his', '1879')",1
"('1879', 'work')",1
"('work', 'Mycographia')",1
"('Mycographia', ',')",1
"(',', 'seu')",1
"('seu', 'Icones')",1
"('Icones', 'fungorum')",1
"('fungorum', '.')",1
"('<s>', 'Figures')",1
"('Figures', 'of')",1
"('of', 'fungi')",1
"('fungi', 'from')",1
"('from', 'all')",1
"('all', 'parts')",1
"('In', '1889')",1
"(',', 'Pier')",1
"('Pier', 'Andrea')",1
"('Andrea', 'Saccardo')",1
"('Saccardo', 'transferred')",1
"('transferred', 'the')",1
"('fungus', 'to')",1
"('giving', 'the')",1
"('species', 'its')",1
"('<s>', 'Pustularia')",1
"('Pustularia', 'carbonaria')",1
"('carbonaria', ',')",3
"(',', 'published')",1
"('published', 'by')",1
"('by', 'Heinrich')",1
"('Heinrich', 'Rehm')",1
"('Rehm', 'in')",1
"('in', '1884')",1
"('1884', ',')",2
"('a', 'synonym')",1
"('synonym', 'of')",1
"('of', 'G.')",3
"('G.', 'carbonaria')",9
"('<s>', 'Louis')",1
"('Louis', '@')",1
"('@', 'Joseph')",1
"('Joseph', 'Grélet')",1
"('Grélet', 'proposed')",1
"('proposed', 'the')",1
"('the', 'variety')",1
"('variety', 'Geopyxis')",1
"('carbonaria', 'var')",1
"('var', '.')",1
"('<s>', 'sessilis')",1
"('sessilis', 'in')",1
"(',', 'referring')",1
"('referring', 'to')",1
"('to', 'forms')",1
"('forms', 'producing')",1
"('producing', 'fruitbodies')",1
"('fruitbodies', 'without')",1
"('a', 'stalk')",1
"('stalk', ',')",1
"('the', 'taxon')",1
"('taxon', 'is')",1
"('not', 'considered')",1
"('have', 'independent')",1
"('independent', 'taxonomic')",1
"('taxonomic', 'significance')",1
"('significance', '.')",1
"('In', '1860')",1
"('1860', 'Miles')",1
"('Miles', 'Berkeley')",1
"('Berkeley', 'and')",1
"('and', 'Moses')",1
"('Moses', 'Ashley')",1
"('Ashley', 'Curtis')",1
"('Curtis', 'described')",1
"('species', 'Peziza')",1
"('Peziza', 'lepida')",1
"('lepida', 'from')",1
"('from', 'collections')",1
"('collections', 'made')",1
"('made', 'in')",1
"('Japan', 'as')",1
"('North', 'Pacific')",1
"('Pacific', 'Exploring')",1
"('Exploring', 'and')",1
"('and', 'Surveying')",1
"('Surveying', 'Expedition')",1
"('Expedition', '(')",1
"('(', '1853')",1
"('1853', '–')",1
"('–', '1856')",1
"('1856', ')')",1
"('This', 'taxon')",1
"('taxon', 'was')",1
"('was', 'synonymized')",1
"('synonymized', 'with')",1
"('with', 'G.')",1
"('carbonaria', 'by')",1
"('by', 'Mien')",1
"('Mien', 'Rifai')",1
"('Rifai', 'in')",1
"('1968', ',')",1
"('a', 'taxonomic')",1
"('taxonomic', 'opinion')",1
"('opinion', 'corroborated')",1
"('corroborated', 'by')",1
"('by', 'Donald')",1
"('Donald', 'Pfister')",1
"('Pfister', 'about')",1
"('a', 'decade')",1
"('decade', 'later')",1
"('specific', 'epithet')",1
"('epithet', 'carbonaria')",1
"('carbonaria', 'derives')",1
"('derives', 'from')",1
"('Latin', 'word')",1
"('``', 'charcoal')",2
"('charcoal', '``')",1
"('<s>', 'Common')",1
"('Common', 'names')",1
"('names', 'given')",1
"('fungus', 'include')",1
"('include', '``')",1
"('cup', '``')",4
"('``', 'dwarf')",1
"('``', 'pixie')",1
"('British', 'Mycological')",1
"('Mycological', 'Society')",1
